OID_,Log_ID_txt,FileName,SceneTemperature,ImagerTemperatureC,GPSLatitude,GPSLongitude,GPSAltitude,keep
243,,IMG_0266_6.tif,37.750000000000099,38.230004882812501,44.156046300000000,-122.287570799999997,492.964999999999975,
244,,IMG_0267_6.tif,37.670000000000002,38.240014648437501,44.156039000000000,-122.287571000000000,492.605999999999995,
245,,IMG_0268_6.tif,37.109999999999999,38.260003662109398,44.156036499999999,-122.287499800000006,492.483000000000004,
246,,IMG_0269_6.tif,36.990000000000002,38.260003662109398,44.156036899999997,-122.287235199999998,492.437999999999988,
247,,IMG_0270_6.tif,36.469999999999999,38.279992675781301,44.156035400000000,-122.286897699999997,492.802999999999997,
248,,IMG_0271_6.tif,38.070000000000100,38.279992675781301,44.156036100000001,-122.286732799999996,492.675000000000011,
249,,IMG_0272_6.tif,37.310000000000002,38.270013427734398,44.156068900000001,-122.286735500000006,492.125000000000000,
250,,IMG_0273_6.tif,38.130000000000102,38.260003662109398,44.156217099999999,-122.286732700000002,492.177999999999997,
251,,IMG_0274_6.tif,37.210000000000001,38.260003662109398,44.156349599999999,-122.286731200000006,492.358999999999980,
252,,IMG_0275_6.tif,37.310000000000002,38.230004882812501,44.156650700000000,-122.286727400000004,492.608000000000004,
253,,IMG_0276_6.tif,36.789999999999999,38.219995117187501,44.156852499999999,-122.286728600000004,492.747999999999990,
254,,IMG_0277_6.tif,36.590000000000003,38.200006103515598,44.157095800000000,-122.286726200000004,492.437999999999988,
255,,IMG_0278_6.tif,37.149999999999999,38.189996337890598,44.157269300000003,-122.286724500000005,492.548999999999978,
256,,IMG_0279_6.tif,37.270000000000003,38.159997558593801,44.157486200000001,-122.286722200000000,492.684000000000026,
257,,IMG_0280_6.tif,33.789999999999999,38.119989013671898,44.157674100000001,-122.286722800000007,492.687999999999988,
258,,IMG_0281_6.tif,37.469999999999999,38.110009765625001,44.157944800000003,-122.286722100000006,492.384000000000015,
259,,IMG_0282_6.tif,34.950000000000003,38.089990234375001,44.158146899999998,-122.286721700000001,492.423999999999978,
260,,IMG_0283_6.tif,35.009999999999998,38.059991455078098,44.158350900000002,-122.286726000000002,492.610999999999990,
261,,IMG_0284_6.tif,35.149999999999999,38.040002441406301,44.158597700000001,-122.286725300000001,492.694999999999993,
262,,IMG_0285_6.tif,34.729999999999997,38.010003662109398,44.158756199999999,-122.286724899999996,492.523000000000025,
263,,IMG_0286_6.tif,31.530000000000001,37.999993896484398,44.159000499999998,-122.286726299999998,492.610999999999990,
264,,IMG_0287_6.tif,31.809999999999999,37.980004882812501,44.159216000000001,-122.286725300000001,492.464999999999975,
265,,IMG_0288_6.tif,32.030000000000001,37.959985351562501,44.159374499999998,-122.286724899999996,492.682999999999993,
266,,IMG_0289_6.tif,33.250000000000099,37.929986572265598,44.159661399999997,-122.286721999999997,493.045999999999992,
267,,IMG_0290_6.tif,31.070000000000100,37.920007324218801,44.159877100000003,-122.286720099999997,493.226999999999975,
268,,IMG_0291_6.tif,30.989999999999998,37.899987792968801,44.160106100000000,-122.286720299999999,493.196000000000026,
269,,IMG_0292_6.tif,37.789999999999999,37.879998779296898,44.160322200000003,-122.286720099999997,493.112000000000023,
270,,IMG_0293_6.tif,37.710000000000001,37.879998779296898,44.160525999999997,-122.286719899999994,493.036999999999978,
271,,IMG_0294_6.tif,38.090000000000003,37.890008544921898,44.160552600000003,-122.286718300000004,492.475000000000023,
272,,IMG_0295_6.tif,37.090000000000003,37.879998779296898,44.160550499999999,-122.286711299999993,492.471999999999980,
273,,IMG_0296_6.tif,36.690000000000097,37.879998779296898,44.160553000000000,-122.286469199999999,492.509999999999991,
274,,IMG_0297_6.tif,36.570000000000100,37.879998779296898,44.160556900000003,-122.286190300000001,492.680999999999983,
275,,IMG_0298_6.tif,37.130000000000102,37.869989013671898,44.160558199999997,-122.285900699999999,493.153000000000020,
276,,IMG_0299_6.tif,37.690000000000097,37.860009765625001,44.160558500000000,-122.285896399999999,493.014000000000010,
277,,IMG_0300_6.tif,36.670000000000002,37.860009765625001,44.160481799999999,-122.285891300000003,492.901999999999987,
278,,IMG_0301_6.tif,32.390000000000001,37.860009765625001,44.160260200000003,-122.285896800000003,492.790999999999997,
279,,IMG_0302_6.tif,32.969999999999999,37.850000000000001,44.160048699999997,-122.285895699999998,493.107000000000028,
280,,IMG_0303_6.tif,32.270000000000003,37.860009765625001,44.159817599999997,-122.285889100000006,493.180000000000007,
281,,IMG_0304_6.tif,31.270000000000000,37.860009765625001,44.159630700000001,-122.285889400000002,493.252000000000010,
282,,IMG_0305_6.tif,33.829999999999998,37.869989013671898,44.159384500000002,-122.285892000000004,493.435000000000002,
283,,IMG_0306_6.tif,34.210000000000001,37.890008544921898,44.159168999999999,-122.285892099999998,493.466000000000008,
284,,IMG_0307_6.tif,34.909999999999997,37.920007324218801,44.158952399999997,-122.285889600000004,493.370000000000005,
285,,IMG_0308_6.tif,33.130000000000102,37.929986572265598,44.158766100000001,-122.285892899999993,493.026000000000010,
286,,IMG_0309_6.tif,32.789999999999999,37.950006103515598,44.158549899999997,-122.285891699999993,493.189999999999998,
287,,IMG_0310_6.tif,34.090000000000003,37.980004882812501,44.158318399999999,-122.285893599999994,493.165999999999997,
288,,IMG_0311_6.tif,37.289999999999999,38.010003662109398,44.158045000000001,-122.285894400000004,493.071000000000026,
289,,IMG_0312_6.tif,37.130000000000102,38.020013427734398,44.157915600000003,-122.285895999999994,493.057999999999993,
290,,IMG_0313_6.tif,37.430000000000000,38.050012207031301,44.157641699999999,-122.285895900000000,493.088000000000022,
291,,IMG_0314_6.tif,37.310000000000002,38.080010986328098,44.157483900000003,-122.285895600000003,493.108000000000004,
292,,IMG_0315_6.tif,36.890000000000001,38.100000000000001,44.157224300000003,-122.285894900000002,493.057999999999993,
293,,IMG_0316_6.tif,34.490000000000002,38.119989013671898,44.156994400000002,-122.285894900000002,493.110000000000014,
294,,IMG_0317_6.tif,36.770000000000003,38.140008544921898,44.156807499999999,-122.285894900000002,493.139999999999986,
295,,IMG_0318_6.tif,37.890000000000001,38.149987792968801,44.156604000000002,-122.285892399999994,493.363999999999976,
296,,IMG_0319_6.tif,37.490000000000002,38.179986572265598,44.156316799999999,-122.285893400000006,493.151000000000010,
297,,IMG_0320_6.tif,37.829999999999998,38.189996337890598,44.156187600000003,-122.285893700000003,493.100000000000023,
298,,IMG_0321_6.tif,37.090000000000003,38.360009765625001,44.156044000000001,-122.285892200000006,492.516999999999996,
299,,IMG_0322_6.tif,37.350000000000001,38.369989013671898,44.156043099999998,-122.285878199999999,492.319999999999993,
300,,IMG_0323_6.tif,37.630000000000102,38.399987792968801,44.156038899999999,-122.285598100000001,492.011000000000024,
301,,IMG_0324_6.tif,37.530000000000001,38.429986572265598,44.156040500000003,-122.285342400000005,492.110999999999990,
302,,IMG_0325_6.tif,38.210000000000001,38.459985351562501,44.156039200000002,-122.285063399999999,492.576000000000022,
317,10872720,IMG_0340_6.tif,34.570000000000100,38.170007324218801,44.158911699999997,-122.285045999999994,493.223000000000013,maybe
318,10360379,IMG_0341_6.tif,35.570000000000100,38.140008544921898,44.159097899999999,-122.285044700000000,493.007000000000005,n
333,10862923,IMG_0356_6.tif,40.310000000000002,37.950006103515598,44.160169000000003,-122.284216200000003,492.612000000000023,n
335,10862879,IMG_0358_6.tif,37.070000000000100,37.980004882812501,44.159678399999997,-122.284214599999999,493.146999999999991,y
336,10862915,IMG_0359_6.tif,32.990000000000002,37.980004882812501,44.159520800000003,-122.284216299999997,492.990000000000009,y
340,10862908,IMG_0363_6.tif,31.890000000000001,38.059991455078098,44.158611999999998,-122.284214199999994,493.615999999999985,n
341,10862924,IMG_0364_6.tif,32.450000000000003,38.080010986328098,44.158425100000002,-122.284211299999996,493.684000000000026,n
343,2331280a,IMG_0366_6.tif,33.549999999999997,38.119989013671898,44.158035400000003,-122.284213899999997,493.369000000000028,n
344,10792417,IMG_0367_6.tif,36.750000000000099,38.149987792968801,44.157747200000003,-122.284211900000003,493.105000000000018,n
303,,IMG_0326_6.tif,37.270000000000003,38.469995117187501,44.156040699999998,-122.285058399999997,492.278000000000020,
304,,IMG_0327_6.tif,37.289999999999999,38.490014648437501,44.156128099999997,-122.285055000000000,492.074000000000012,
305,,IMG_0328_6.tif,37.369999999999997,38.469995117187501,44.156337899999997,-122.285053199999993,492.459999999999980,
306,,IMG_0329_6.tif,36.690000000000097,38.469995117187501,44.156551700000001,-122.285049999999998,492.336999999999989,
307,,IMG_0330_6.tif,33.190000000000097,38.459985351562501,44.156753100000003,-122.285048900000007,492.444000000000017,
308,,IMG_0331_6.tif,38.549999999999997,38.450006103515598,44.156967899999998,-122.285045900000000,492.547000000000025,
309,,IMG_0332_6.tif,37.630000000000102,38.420007324218801,44.157184000000001,-122.285048500000002,492.701000000000022,
310,,IMG_0333_6.tif,36.670000000000002,38.399987792968801,44.157385400000003,-122.285049200000003,492.810000000000002,
311,,IMG_0334_6.tif,37.210000000000001,38.360009765625001,44.157600899999998,-122.285051800000005,492.853000000000009,
312,,IMG_0335_6.tif,36.829999999999998,38.330010986328098,44.157802300000000,-122.285049700000002,492.870999999999981,
313,,IMG_0336_6.tif,36.310000000000002,38.309991455078098,44.158061199999999,-122.285048099999997,493.100000000000023,
314,,IMG_0337_6.tif,32.030000000000001,38.249993896484398,44.158291900000002,-122.285047700000007,492.995999999999981,
315,,IMG_0338_6.tif,34.850000000000001,38.230004882812501,44.158450500000001,-122.285044200000002,493.045000000000016,
316,,IMG_0339_6.tif,32.549999999999997,38.209985351562501,44.158681399999999,-122.285043799999997,493.127000000000010,
319,,IMG_0342_6.tif,31.530000000000001,38.110009765625001,44.159343000000000,-122.285046399999999,492.956999999999994,
320,,IMG_0343_6.tif,31.149999999999999,38.100000000000001,44.159560200000001,-122.285051100000004,492.860999999999990,
321,,IMG_0344_6.tif,32.310000000000002,38.050012207031301,44.159819400000003,-122.285050699999999,492.903000000000020,
322,,IMG_0345_6.tif,33.729999999999997,38.020013427734398,44.160005699999999,-122.285053899999994,492.925999999999988,
323,,IMG_0346_6.tif,38.030000000000001,37.999993896484398,44.160190600000000,-122.285050299999995,492.701000000000022,
324,,IMG_0347_6.tif,36.930000000000000,37.980004882812501,44.160467599999997,-122.285046500000007,493.165999999999997,
325,,IMG_0348_6.tif,38.289999999999999,37.969995117187501,44.160558899999998,-122.285047700000007,492.970000000000027,
326,,IMG_0349_6.tif,37.590000000000003,37.959985351562501,44.160554200000000,-122.285043299999998,492.709000000000003,
327,,IMG_0350_6.tif,36.649999999999999,37.950006103515598,44.160555000000002,-122.284940199999994,492.526000000000010,
328,,IMG_0351_6.tif,36.770000000000003,37.939996337890598,44.160556300000003,-122.284632400000007,492.685000000000002,
329,,IMG_0352_6.tif,37.909999999999997,37.939996337890598,44.160557500000003,-122.284316099999998,492.889000000000010,
330,,IMG_0353_6.tif,38.450000000000003,37.950006103515598,44.160558199999997,-122.284215500000002,492.740000000000009,
331,,IMG_0354_6.tif,37.070000000000100,37.939996337890598,44.160540200000000,-122.284222200000002,492.420999999999992,
332,,IMG_0355_6.tif,38.649999999999999,37.950006103515598,44.160297499999999,-122.284217799999993,492.610999999999990,
334,,IMG_0357_6.tif,35.810000000000002,37.959985351562501,44.159894600000001,-122.284215099999997,493.026000000000010,
337,,IMG_0360_6.tif,33.049999999999997,38.010003662109398,44.159333699999998,-122.284217299999995,492.879000000000019,
338,,IMG_0361_6.tif,30.410000000000000,38.020013427734398,44.159000300000002,-122.284213800000003,493.000999999999976,
339,,IMG_0362_6.tif,32.210000000000001,38.050012207031301,44.158870899999997,-122.284214000000006,493.158000000000015,
342,,IMG_0365_6.tif,33.729999999999997,38.110009765625001,44.158208500000001,-122.284212699999998,493.526000000000010,
345,,IMG_0368_6.tif,36.990000000000002,38.170007324218801,44.157575799999996,-122.284215200000006,492.716999999999985,
346,,IMG_0369_6.tif,35.850000000000001,38.209985351562501,44.157259600000003,-122.284215799999998,492.660000000000025,
347,,IMG_0370_6.tif,35.710000000000001,38.209985351562501,44.157144299999999,-122.284215799999998,492.625000000000000,
348,,IMG_0371_6.tif,37.229999999999997,38.240014648437501,44.156914399999998,-122.284216799999996,492.636000000000024,
349,,IMG_0372_6.tif,37.469999999999999,38.279992675781301,44.156641100000002,-122.284215399999994,492.663000000000011,
350,,IMG_0373_6.tif,37.770000000000003,38.290002441406301,44.156467399999997,-122.284214399999996,492.574999999999989,
351,,IMG_0374_6.tif,36.729999999999997,38.320001220703098,44.156323499999999,-122.284214000000006,492.571000000000026,
352,,IMG_0375_6.tif,38.030000000000001,38.339990234375001,44.156062599999998,-122.284216400000005,492.480999999999995,
353,,IMG_0376_6.tif,37.070000000000100,38.369989013671898,44.156045599999999,-122.284211499999998,492.283000000000015,
354,,IMG_0377_6.tif,37.490000000000002,38.390008544921898,44.156083000000002,-122.284317299999998,491.901000000000010,
